"","CK0d1","CK0d2","CK0d3","CK3d1","CK3d2","CK3d3","CK10d1","CK10d2","CK10d3","CK30d1","CK30d2","CK30d3","CK45d1","CK45d2","CK45d3","Lp0d1","Lp0d2","Lp0d3","Lp3d1","Lp3d2","Lp3d3","Lp10d1","Lp10d2","Lp10d3","Lp30d1","Lp30d2","Lp30d3","Lp45d1","Lp45d2","Lp45d3","taxonomy"
"901",2,2,2,2,2,0,2,1,1,2,1,5,3,6,1,1,2,4,1,0,0,0,0,0,4,1,8,2,4,2,"Maribacter dokdonensis"
"902",1,3,1,0,0,0,1,1,0,1,1,6,1,13,4,4,2,3,1,0,1,2,0,6,0,0,7,0,1,1,"Comamonas thiooxydans"
"903",3,2,3,0,1,3,0,0,1,1,2,3,1,5,2,1,1,3,2,0,1,2,2,4,6,2,6,1,2,0,"Thalassococcus profundi"
"904",1,4,2,3,2,5,2,5,1,0,0,0,0,0,1,3,4,5,3,3,1,2,2,6,0,0,2,0,1,2,"Paenibacillus sp. P22"
"905",4,0,4,0,2,4,4,0,1,4,3,1,3,1,2,2,0,1,1,2,2,3,1,1,5,1,2,4,2,0,"Bacillus sp. KS1"
"906",0,3,2,7,8,2,0,2,1,0,0,0,0,5,0,4,5,0,1,0,0,3,1,0,1,3,3,3,4,2,"Unclassified_g_Dactylosporangium"
"907",0,1,1,3,0,2,0,1,0,2,1,5,3,7,1,2,1,5,0,3,2,3,3,1,2,4,3,1,3,0,"Unclassified_f_Streptosporangiaceae"
"908",3,5,5,2,3,2,1,4,0,1,1,2,2,0,0,2,3,1,2,4,3,0,3,2,1,1,3,0,0,4,"Nocardia sp. NRRL S-836"
"909",2,2,2,2,3,1,1,1,3,2,4,1,1,3,2,2,4,3,0,2,2,1,3,0,1,4,3,1,2,2,"Luteitalea pratensis"
"910",1,3,0,1,1,2,0,0,4,1,1,4,0,7,2,4,3,6,1,0,2,2,2,8,0,0,1,1,2,1,"Spirosoma oryzae"
"911",0,0,2,2,3,2,0,0,0,0,0,4,0,18,1,1,1,6,2,0,2,0,0,3,4,0,4,2,3,0,"Streptomyces sp. DH5"
"912",3,2,4,0,1,1,2,1,1,2,2,2,1,0,1,2,5,5,4,1,3,2,1,1,1,0,6,0,3,2,"Unclassified_g_Archangium"
"913",2,3,0,0,0,1,0,1,1,7,2,6,0,11,0,2,1,2,2,1,0,1,1,3,3,1,1,0,6,1,"Planctomycetales bacterium 4484_123"
"914",3,2,6,3,2,1,0,2,0,0,3,3,0,2,1,3,1,4,0,2,0,1,0,6,4,1,6,0,2,1,"Pseudomonas sp. CHM02"
"915",2,1,0,1,2,0,2,0,1,3,0,5,2,5,1,2,2,4,3,1,0,2,2,1,3,0,6,5,2,1,"Paludifilum halophilum"
"916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53,"Latilactobacillus fuchuensis"
"917",0,5,2,2,1,3,1,2,0,2,2,2,0,9,0,4,4,2,2,0,1,0,2,5,2,0,1,0,3,2,"Rhodopirellula europaea"
"918",3,3,1,1,1,1,0,0,5,1,5,6,0,5,1,1,1,4,1,1,0,1,2,4,3,2,4,0,2,0,"Phocaeicola plebeius"
"919",0,0,0,1,0,0,2,0,0,0,3,1,1,1,5,0,0,0,0,0,0,0,0,0,2,3,1,12,16,10,"Secundilactobacillus malefermentans"
"920",6,4,1,0,0,3,0,0,0,2,1,3,3,3,1,3,2,4,1,0,0,0,3,1,4,4,3,1,5,0,"Crocosphaera watsonii"
"921",5,3,1,1,6,0,5,2,2,1,3,2,2,1,2,3,1,1,4,2,2,0,2,2,0,1,1,0,2,1,"Clostridium thermobutyricum"
"922",1,2,4,2,0,1,1,4,1,2,1,1,2,8,2,2,1,1,1,2,1,2,0,4,4,3,5,0,0,0,"bacterium TMED15"
"923",2,1,2,6,1,0,0,5,2,2,2,2,6,1,1,0,4,4,2,1,2,2,3,0,2,2,0,1,0,2,"Paraliobacillus quinghaiensis"
"924",1,3,6,2,3,1,3,5,0,0,1,0,3,1,2,1,2,1,0,3,2,0,5,1,1,5,1,1,2,2,"Legionella genomosp. 1"
"925",2,1,4,5,0,4,1,0,2,0,0,1,0,2,1,4,3,2,2,2,6,2,3,0,1,1,3,0,2,3,"Burkholderiales bacterium"
"926",7,1,3,5,1,0,2,2,4,1,3,0,3,0,2,2,3,0,4,4,1,2,2,1,1,1,1,0,1,0,"Brachybacterium tyrofermentans"
"927",0,2,3,4,4,1,1,0,0,0,0,0,0,4,7,5,7,1,1,0,0,0,0,0,0,6,2,5,4,0,"Saccharospirillum mangrovi"
"928",2,0,2,0,2,0,0,1,0,1,2,2,0,8,3,3,5,5,0,1,2,4,0,3,2,2,3,0,3,1,"Selenihalanaerobacter shriftii"
"929",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,"Rhodospirillales bacterium"
"930",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,53,1,"Gluconobacter vitians"
"931",0,0,1,0,0,1,0,0,0,4,2,1,4,1,4,0,0,0,0,0,0,0,1,0,1,5,1,14,3,14,"Unclassified_g_Pasteurella"
"932",3,1,1,4,1,3,0,0,1,1,1,3,0,14,1,0,1,2,2,1,1,0,1,3,1,2,6,2,1,0,"Unclassified_c_Chlamydiia"
"933",1,6,0,7,9,4,2,2,1,2,0,1,1,0,1,5,6,0,1,4,2,1,0,0,0,0,0,1,0,0,"Enterobacter cloacae complex sp. P39RS"
"934",3,4,3,1,5,5,2,1,2,2,0,1,2,1,0,4,2,3,3,2,0,3,1,0,1,2,0,0,3,1,"Zymomonas mobilis"
"935",5,2,2,1,3,1,1,1,0,4,0,2,0,5,1,0,1,1,1,0,0,1,0,2,8,7,4,1,2,1,"Ralstonia sp. TCR112"
"936",1,0,2,0,1,1,5,1,3,3,2,5,5,1,1,1,2,2,2,1,1,3,2,5,3,2,0,1,1,0,"Deinococcus sp. GbtcB9"
"937",2,3,1,0,2,1,0,0,0,2,2,4,1,7,1,5,4,2,3,0,1,1,0,4,0,4,3,1,3,0,"Alkalihalobacillus patagoniensis"
"938",3,0,2,5,3,2,4,1,1,2,5,0,3,1,0,2,2,5,1,1,2,4,0,1,2,0,1,2,1,1,"Dehalococcoidia bacterium"
"939",4,1,3,4,3,1,0,3,1,2,1,0,1,0,0,2,5,4,3,5,3,2,2,0,0,1,1,2,1,2,"Paenibacillus sp. cl130"
"940",1,0,2,2,0,1,0,0,2,2,1,4,3,11,2,6,1,4,1,0,0,1,2,2,1,3,3,1,1,0,"Aestuariimicrobium ganziense"
"941",3,1,1,0,0,2,1,1,1,1,1,0,1,18,2,2,3,2,0,0,1,0,1,4,2,1,5,0,2,1,"Flavobacteriaceae bacterium"
"942",0,0,3,2,2,2,0,2,4,1,1,2,0,0,3,6,4,0,0,4,5,4,1,1,2,2,1,3,1,1,"Myxococcaceae bacterium"
"943",0,1,0,1,1,1,1,0,2,0,0,3,0,1,0,1,6,1,1,2,2,0,0,0,6,6,0,11,7,2,"Unclassified_f_Enterococcaceae"
"944",2,6,3,2,1,4,1,1,0,0,1,0,2,1,2,6,2,3,5,0,0,7,2,1,2,1,0,0,1,0,"Roseomonas sp. JC162"
"945",7,3,1,3,3,2,0,3,2,1,4,1,2,0,2,4,2,2,1,0,1,5,1,3,0,2,1,0,0,0,"Bacillus sp. BH072"
"946",2,1,4,1,1,0,1,0,0,2,3,1,2,2,2,1,1,4,2,0,2,3,0,2,2,3,7,1,2,4,"Unclassified_g_Dehalogenimonas"
"947",1,2,1,0,4,1,1,1,1,1,0,5,4,7,1,1,2,4,1,0,2,1,2,3,1,2,5,1,0,1,"Microbulbifer agarilyticus"
"948",4,2,0,4,4,0,4,0,2,0,2,0,0,0,2,5,3,5,0,3,3,4,0,2,0,4,0,0,1,2,"Actinoallomurus purpureus"
"949",0,0,0,0,0,2,1,5,1,5,6,4,7,0,6,0,0,0,0,1,0,3,1,1,3,5,1,3,0,1,"Leuconostoc suionicum"
"950",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,"Komagataeibacter medellinensis"
"951",3,1,0,1,2,2,1,0,2,2,1,5,1,12,0,1,0,1,2,2,0,1,0,5,3,1,5,0,0,1,"Streptomyces polyasparticus"
"952",0,4,5,0,1,0,0,0,1,2,1,6,2,9,0,5,3,6,0,1,1,0,0,2,4,0,1,0,1,0,"Litoribacter ruber"
"953",1,2,1,1,2,1,1,0,0,2,2,3,1,6,1,4,2,4,5,1,2,1,0,2,1,1,5,1,2,0,"Terriglobus saanensis"
"954",3,1,1,1,1,2,0,1,4,3,0,2,2,9,2,1,2,2,1,0,4,0,1,1,2,3,1,1,2,2,"Unclassified_g_Chryseobacterium"
"955",5,0,4,3,2,3,2,1,1,1,1,0,1,1,1,5,2,1,2,1,3,0,3,5,1,5,0,0,0,1,"Synechococcus sp. PCC 6312"
"956",0,5,2,1,1,0,0,0,2,3,0,2,1,12,0,0,3,3,1,1,3,0,1,3,1,1,7,0,2,0,"Unclassified_f_Halomonadaceae"
"957",5,1,0,0,0,1,1,2,2,3,1,3,1,11,0,1,2,2,1,1,0,1,1,2,3,2,3,1,2,2,"Unclassified_g_Wenzhouxiangella"
"958",1,0,4,2,4,2,3,2,4,0,1,2,1,7,0,1,1,5,1,1,0,0,2,3,0,4,3,0,0,0,"Prochlorococcus marinus"
"959",3,3,0,2,0,5,0,0,0,1,2,2,0,0,1,1,2,3,3,6,3,6,1,4,2,0,1,1,2,0,"Bacillus rugosus"
"960",2,0,3,0,0,1,1,2,1,1,2,4,1,8,0,2,0,3,5,0,1,2,2,3,0,2,5,0,1,2,"Caulobacter sp. S45"
"961",2,2,0,0,0,0,0,2,1,5,4,1,0,5,1,1,0,5,0,1,1,3,0,1,2,3,8,2,2,2,"Seongchinamella sediminis"
"962",0,1,2,0,2,0,2,0,0,4,0,1,2,8,0,3,1,6,1,0,1,1,5,2,4,1,3,1,2,1,"Desulfurella amilsii"
"963",1,2,1,6,1,2,2,2,2,2,0,2,2,2,4,2,4,2,1,3,0,0,1,1,1,2,2,3,1,0,"Flavobacterium salilacus"
"964",3,0,4,1,0,1,1,0,3,0,1,6,0,5,0,1,2,5,3,0,4,0,1,2,1,1,7,1,1,0,"Unclassified_g_Salegentibacter"
"965",2,2,0,1,2,1,0,2,1,0,1,3,0,8,1,2,1,3,3,4,1,3,0,1,3,0,4,4,0,1,"Unclassified_p_Candidatus Daviesbacteria"
"966",2,6,2,4,4,5,1,2,0,2,2,4,2,0,0,2,0,2,0,1,2,3,0,3,3,0,0,2,0,0,"Bacillus sp. FJAT-27001"
"967",0,1,1,0,0,0,0,1,0,2,0,2,0,13,2,3,2,4,1,3,3,2,0,2,1,3,5,3,0,0,"Gammaproteobacteria bacterium 45_16_T64"
"968",1,1,1,1,0,1,5,0,0,1,2,1,0,9,3,2,1,4,3,1,1,1,2,3,1,2,2,1,4,0,"Acinetobacter sp. YH12096"
"969",3,5,7,4,5,2,1,0,3,0,0,3,0,0,0,2,3,3,0,3,3,2,1,1,0,2,0,0,1,0,"Paenibacillus sp. CH40"
"970",0,2,3,2,0,2,2,2,1,2,0,2,0,1,1,1,1,2,2,10,1,2,2,2,3,5,0,1,2,0,"Hahella ganghwensis"
"971",1,1,2,0,0,0,1,2,0,5,0,5,1,13,0,2,2,2,1,2,1,3,0,0,1,0,5,2,2,0,"Nesterenkonia haasae"
"972",1,2,1,0,1,1,0,0,1,0,1,0,4,2,6,3,1,3,1,4,1,1,2,1,2,2,0,6,1,5,"Weissella viridescens"
"973",1,1,1,1,1,2,2,2,1,4,3,0,1,4,1,1,1,7,0,1,3,1,3,2,0,1,4,1,2,1,"Unclassified_f_Pseudomonadaceae"
"974",1,3,1,5,4,2,0,0,0,0,3,0,3,1,0,2,4,1,4,1,0,1,3,1,1,4,1,4,0,3,"Streptomyces griseoincarnatus"
"975",0,0,0,0,0,2,0,2,1,3,1,1,3,9,2,3,2,5,0,1,3,0,3,4,1,1,2,2,2,0,"Lyngbya confervoides"
"976",2,3,0,2,1,0,1,0,2,3,1,3,4,3,4,0,0,2,1,0,1,0,0,0,1,3,0,8,6,2,"Unclassified_g_Leucobacter"
"977",3,3,2,6,0,1,1,1,4,0,0,0,0,0,0,3,4,1,1,1,0,2,0,4,0,0,1,0,12,3,"Bacillus pseudomycoides"
"978",1,0,4,2,2,3,1,3,2,2,3,3,0,0,3,3,3,4,0,3,2,2,0,4,1,1,0,0,1,0,"Paenibacillus sp. MZ03-122A"
"979",2,1,0,1,0,2,0,1,0,3,1,6,0,12,0,2,1,5,4,0,2,2,0,1,2,0,2,1,0,2,"Syntrophobacter sp. SbD1"
"980",2,1,3,3,1,2,3,3,1,2,4,3,2,1,3,4,2,2,2,2,4,2,1,0,0,0,0,0,0,0,"Epilithonimonas lactis"
"981",3,1,7,2,1,1,2,2,0,0,4,2,2,0,5,6,3,1,1,3,3,0,1,0,0,2,0,1,0,0,"Bacillus pumilus"
"982",0,2,1,0,1,0,0,3,3,4,2,0,0,1,4,0,1,2,0,0,1,0,0,3,6,2,4,6,6,1,"Terrisporobacter mayombei"
"983",0,0,0,0,1,0,0,1,0,5,8,1,4,0,10,0,0,0,1,0,0,1,2,1,3,7,1,4,1,2,"Coriobacteriaceae bacterium"
"984",3,2,3,3,1,2,2,5,2,1,0,2,3,1,2,3,3,1,2,0,1,2,2,0,5,1,0,0,1,0,"Unclassified_g_Sphingomonas"
"985",2,2,0,1,1,0,0,0,0,2,2,4,1,11,0,2,3,3,1,0,0,4,1,1,1,5,3,0,2,1,"Allokutzneria sp. A3M-2-11 16"
"986",3,1,1,4,2,1,1,1,3,1,0,0,0,0,1,1,4,2,2,1,5,1,4,2,2,3,1,1,4,0,"Unclassified_g_Dyella"
"987",2,2,7,3,0,3,3,0,2,1,0,1,1,5,1,2,1,6,1,1,1,0,1,2,2,1,1,1,1,0,"Chitinophaga terrae (ex Kim and Jung 2007)"
"988",1,3,0,7,4,3,0,2,1,1,2,1,1,0,3,3,4,1,2,2,1,2,1,0,0,2,3,1,1,0,"Arthrobacter sp. zg-Y324"
"989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,49,0,"Levilactobacillus acidifarinae"
"990",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,47,0,"Unclassified_g_Komagataeibacter"
"991",0,0,6,3,3,2,2,4,2,1,1,2,1,1,0,2,1,3,1,0,2,3,1,0,1,5,3,0,2,0,"Micromonospora halophytica"
"992",0,1,3,2,1,0,0,0,1,3,3,6,0,8,0,1,1,4,3,2,2,1,0,2,0,2,3,0,2,1,"Chloroflexi bacterium RBG_16_57_11"
"993",2,0,2,4,2,5,1,1,2,2,4,0,3,1,2,3,3,1,3,2,2,1,1,2,0,1,0,0,1,1,"Paenibacillus sp. A3M_27_13"
"994",0,2,2,1,3,2,2,1,1,1,1,2,2,9,0,0,1,1,2,3,2,1,1,3,3,2,2,1,0,1,"Bacteroides sp. SM23_62"
"995",1,1,2,5,3,0,3,2,1,1,2,1,2,0,2,2,0,6,3,4,1,3,1,0,3,0,1,2,0,0,"Unclassified_o_Sphingobacteriales"
"996",3,6,1,3,0,1,4,2,1,1,0,4,0,6,1,3,0,0,2,2,1,3,1,1,0,3,2,0,1,0,"Penaeicola halotolerans"
"997",3,2,0,0,0,0,0,1,0,0,3,6,1,9,1,3,3,1,1,0,1,3,1,1,5,3,2,0,1,1,"Unclassified_g_Planktothricoides"
"998",2,0,1,0,2,2,2,0,0,2,0,2,0,9,1,2,3,5,2,0,0,3,1,3,3,0,5,0,2,0,"Roseomonas lacus"
"999",0,4,3,1,5,3,4,1,0,1,4,0,0,0,0,2,1,5,5,3,2,1,1,1,1,1,0,2,0,1,"Paenibacillus kribbensis"
"1000",2,3,0,6,0,3,1,5,3,0,1,0,0,0,1,3,1,3,3,1,2,3,1,1,3,2,1,3,0,0,"Propionispira arboris"
"1001",0,1,0,4,1,5,1,1,2,4,2,1,3,0,2,4,0,2,1,1,0,1,0,2,8,1,1,0,1,2,"Enterobacter sp. DNB-S2"
"1002",5,1,3,2,2,1,0,0,1,1,3,0,1,0,3,1,0,0,4,1,1,2,1,6,1,5,0,3,1,2,"Absicoccus porci"
"1003",2,2,0,3,3,1,1,0,1,0,1,0,2,7,2,3,1,2,0,0,3,1,2,3,3,2,2,0,3,1,"Spirochaetia bacterium"
"1004",0,4,3,4,6,0,1,1,3,2,1,0,0,0,0,2,6,2,5,0,0,1,1,0,1,3,5,0,0,0,"uncultured Citrobacter sp."
"1005",0,2,1,6,3,0,1,3,2,0,0,2,1,5,0,5,0,6,0,1,1,0,1,1,1,0,6,0,1,2,"Vibrio sp. D54"
"1006",1,0,0,1,0,0,1,1,0,2,3,10,0,2,2,3,0,3,0,0,1,3,2,3,3,2,8,0,0,0,"Unclassified_g_Phyllobacterium"
"1007",2,1,1,1,0,2,0,1,0,2,0,6,0,11,0,2,1,3,1,2,2,1,2,3,0,0,3,0,3,1,"Bremerella alba"
"1008",1,1,2,0,1,1,0,2,1,7,0,2,0,9,1,0,3,2,4,1,1,1,1,2,1,4,2,1,0,0,"Edwardsiella tarda"
"1009",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,"Gluconacetobacter sacchari"
"1010",1,2,1,1,0,1,2,2,1,5,0,3,0,11,0,0,0,5,1,0,1,3,0,4,1,2,2,2,0,0,"bacterium endosymbiont of Escarpia laminata"
"1011",1,1,1,2,3,0,2,2,0,0,0,3,0,5,1,2,2,2,2,1,0,2,3,0,0,4,3,3,5,1,"Unclassified_g_Rhodopirellula"
"1012",1,3,1,0,1,0,0,3,1,0,0,1,2,5,3,3,2,3,0,0,1,2,1,3,0,3,5,3,3,1,"Unclassified_g_Thermoanaerobacterium"
"1013",2,5,0,0,1,1,0,1,0,3,1,7,0,5,2,2,1,0,1,1,1,0,0,6,0,3,7,0,0,1,"Rhizobacter sp. AJA081-3"
"1014",3,1,2,0,1,0,1,3,0,1,2,1,0,7,0,4,2,6,1,0,0,2,1,2,0,0,4,2,4,1,"Spirulina major"
"1015",1,0,1,2,2,1,2,1,2,3,2,2,1,0,2,2,3,4,2,2,0,4,2,3,2,2,0,1,1,1,"Pirellula sp. SH-Sr6A"
"1016",2,1,1,1,3,1,1,3,1,1,0,3,1,4,1,2,2,5,4,1,2,0,1,1,3,4,1,0,0,1,"Chondromyces apiculatus"
"1017",1,0,1,0,1,1,1,0,0,2,0,3,4,6,0,1,1,8,1,0,2,1,0,6,4,0,1,2,4,0,"Microcoleus sp. FACHB-SPT15"
"1018",0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Psychrobacter sp. N25K4-3-2"
"1019",3,2,0,2,2,2,1,1,5,2,0,1,2,1,2,1,0,2,0,0,5,2,3,3,2,2,2,1,1,0,"Methylotetracoccus oryzae"
"1020",1,1,0,1,3,0,3,5,0,1,0,2,1,3,0,2,2,0,1,2,0,0,0,3,3,1,9,2,4,0,"Streptomyces anthocyanicus"
"1021",1,0,3,0,1,2,2,1,0,1,4,8,0,9,1,4,1,3,1,0,0,0,1,4,0,2,0,1,0,0,"Streptomyces sp. Vc714c-19"
"1022",2,0,3,1,2,2,4,0,1,0,0,0,0,3,2,1,4,4,2,0,0,0,1,6,3,3,3,1,1,1,"Streptomyces sp. CHB9.2"
"1023",1,6,1,0,1,1,3,1,0,1,0,5,2,7,2,2,0,4,0,1,1,0,1,2,2,2,3,0,1,0,"Synechococcus sp. PCC 7335"
"1024",3,1,3,2,3,1,0,0,1,2,4,0,0,4,1,1,2,2,1,1,3,1,2,1,4,0,5,0,2,0,"Unclassified_g_Glycomyces"
"1025",1,0,2,2,0,0,0,1,0,2,2,0,0,5,4,0,0,0,2,0,1,2,1,6,3,3,5,3,2,3,"Vibrio splendidus"
"1026",3,1,2,4,4,1,2,1,0,2,2,0,0,1,0,1,3,2,6,4,1,2,4,1,0,0,0,2,0,1,"Ardenticatena maritima"
"1027",3,0,0,0,4,2,2,1,1,2,0,6,2,9,0,3,0,2,2,0,0,0,0,2,1,3,3,1,0,1,"Unclassified_f_Oxalobacteraceae"
"1028",1,3,1,1,2,3,1,0,0,3,0,2,0,10,1,4,3,2,1,0,4,4,0,0,0,1,1,1,0,1,"Sphingomonas kyeonggiensis"
"1029",2,7,6,2,2,1,2,1,1,0,2,0,1,0,0,1,4,4,0,2,1,3,2,1,0,1,1,2,0,0,"Paenibacillus riograndensis"
"1030",5,7,2,2,4,3,2,2,1,1,1,0,1,0,0,7,0,0,1,4,0,1,0,1,1,0,0,1,1,1,"Bacillus sp. 1021"
"1031",0,2,1,3,1,2,1,2,1,1,5,1,1,2,4,2,3,1,2,3,0,0,2,4,1,2,0,1,0,1,"Klebsiella oxytoca"
"1032",1,0,1,1,4,1,2,0,2,0,2,1,4,2,4,2,4,3,1,1,1,0,3,3,1,0,3,1,0,1,"Beggiatoa leptomitoformis"
"1033",0,1,4,0,3,0,0,0,1,1,0,0,1,7,1,3,1,5,1,1,1,2,0,1,1,2,9,1,2,0,"Coxiella sp. DG_40"
"1034",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,40,1,"Asaia bogorensis"
"1035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,7,8,10,1,7,0,6,2,1,"Staphylococcus caprae"
"1036",4,3,0,2,2,2,1,1,1,3,0,1,1,2,2,1,1,3,2,3,1,3,3,0,2,3,0,0,0,2,"Phycisphaerae bacterium"
"1037",1,0,1,1,1,1,1,0,0,2,0,3,0,5,0,5,1,3,1,2,5,3,0,0,2,3,4,1,2,1,"Mesorhizobium sp. M7A.F.Ca.US.008.03.1.1"
"1038",1,0,0,2,1,0,0,0,0,4,2,3,1,5,0,0,1,2,3,0,1,2,0,10,3,0,5,2,1,0,"Unclassified_g_Chryseolinea"
"1039",0,1,3,0,0,2,0,2,1,2,0,4,1,5,0,3,1,4,1,0,0,2,0,4,0,2,5,2,3,1,"Unclassified_g_Parabacteroides"
"1040",3,0,3,0,2,2,0,2,2,2,1,4,2,5,1,1,2,2,0,3,2,1,2,1,0,2,3,0,1,0,"Prevotella sp. tc2-28"
"1041",3,2,0,2,3,2,0,2,2,2,0,0,1,6,2,3,2,0,0,1,5,0,2,1,2,4,1,1,0,0,"Unclassified_g_Chloracidobacterium"
"1042",1,2,1,0,1,1,0,1,2,1,1,0,2,5,2,6,6,4,0,1,1,1,1,2,0,0,3,0,2,2,"Fibrella aquatilis"
"1043",3,2,4,2,2,1,2,0,1,0,0,0,2,1,1,4,2,1,2,0,2,1,0,0,3,4,1,5,3,0,"Sediminibacillus massiliensis"
"1044",4,1,1,2,2,1,0,0,1,2,0,4,0,8,0,4,1,1,4,2,0,2,1,2,2,1,0,1,2,0,"Vibrio alginolyticus"
"1045",4,1,1,0,1,0,1,1,0,2,1,2,2,7,1,0,3,4,0,1,4,1,1,2,0,1,4,0,3,1,"Mycoplasmopsis bovis"
"1046",1,3,1,4,1,0,0,0,2,1,4,4,2,5,0,3,0,7,0,1,2,0,3,1,1,1,1,0,0,1,"Tannerella serpentiformis"
"1047",7,0,3,1,1,0,0,0,3,2,0,3,3,5,0,3,2,3,1,2,0,1,0,2,0,2,3,1,0,1,"Unclassified_g_Hyphomicrobium"
"1048",1,2,1,1,2,1,1,0,0,3,1,5,1,10,0,0,3,1,0,0,0,2,2,1,4,0,7,0,0,0,"Corallococcus sp. AS-1-6"
"1049",1,1,0,2,1,3,0,2,1,0,0,3,1,4,2,0,2,4,0,1,1,3,2,6,0,2,3,1,1,1,"Mannheimia haemolytica"
"1050",1,0,0,0,2,2,0,0,1,2,0,2,2,14,0,1,2,2,1,0,0,2,1,1,3,3,3,1,1,1,"Unclassified_g_Streptosporangium"
"1051",1,1,0,2,0,2,0,2,0,1,0,4,2,5,0,3,1,3,1,2,2,0,0,1,1,5,5,0,3,1,"Cyclobacteriaceae bacterium"
"1052",0,3,1,1,1,0,0,2,2,0,0,1,0,6,0,3,2,2,5,0,0,1,2,5,1,1,8,0,1,0,"Phycisphaerales bacterium"
"1053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22,5,19,"Lentilactobacillus curieae"
"1054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,41,"Pediococcus stilesii"
"1055",0,0,1,1,0,0,0,2,1,3,4,5,0,7,1,1,0,3,2,1,2,3,1,0,6,0,1,2,1,0,"Sporosarcina sp. 6E9"
"1056",2,3,1,0,1,0,0,0,2,2,2,5,2,8,2,3,1,2,1,4,0,0,0,1,4,1,1,0,0,0,"Beijerinckiaceae bacterium"
"1057",4,1,3,1,4,3,1,0,2,1,0,1,2,0,2,0,2,5,2,2,2,4,0,2,0,2,1,0,1,0,"Bacillus sp. ISL-32"
"1058",0,0,2,2,0,0,0,2,2,2,3,0,1,7,0,1,0,2,0,0,1,3,3,2,1,5,2,0,5,2,"Microbacterium sp. GbtcB4"
"1059",1,3,3,3,1,2,2,1,4,0,2,0,1,0,1,0,4,3,2,0,0,2,4,3,0,0,0,0,3,3,"Flavobacterium psychrophilum"
"1060",1,0,0,1,2,0,1,2,1,3,2,4,1,3,0,3,2,5,3,1,3,0,1,1,1,1,5,0,1,0,"Ruminococcus sp. CAG:177"
"1061",1,1,3,0,1,1,0,0,0,1,1,2,2,9,4,2,0,3,0,0,2,0,0,6,0,4,2,1,1,1,"Unclassified_f_Phyllobacteriaceae"
"1062",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,0,3,2,2,6,0,1,3,8,2,7,0,3,"Qipengyuania huizhouensis"
"1063",1,2,4,2,0,0,1,1,0,3,1,1,0,13,0,1,1,1,2,2,0,2,0,2,1,2,2,1,1,1,"Unclassified_f_Bacteroidaceae"
"1064",4,2,1,0,0,1,0,0,0,0,0,2,2,9,2,3,1,4,2,1,0,0,0,0,3,5,5,0,0,1,"Spirosoma terrae"
"1065",0,0,1,0,0,0,1,0,0,0,6,3,0,11,0,2,0,3,1,1,1,0,2,1,3,0,5,2,5,0,"bacterium ADurb.Bin132"
"1066",3,1,3,2,1,3,1,1,2,1,1,0,3,0,0,4,5,4,1,1,3,2,0,0,1,2,0,1,1,0,"Bacteroides faecalis"
"1067",1,1,3,2,3,1,0,4,2,2,2,1,1,1,3,3,0,0,4,1,1,3,5,0,0,1,2,0,0,0,"Bacillus sp. LJBS17"
"1068",3,3,4,2,3,4,2,0,0,0,1,0,0,1,1,2,0,1,2,1,5,1,2,2,3,1,0,2,0,1,"Roseivirga sp. 4D4"
"1069",1,2,1,1,2,1,2,3,1,3,2,5,2,4,0,2,1,2,0,3,1,0,1,1,2,1,1,0,2,0,"Unclassified_g_Actinoplanes"
"1070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,43,"Unclassified_g_Loigolactobacillus"
"1071",1,0,0,0,0,0,1,0,0,5,2,2,2,11,0,1,2,3,2,0,0,1,0,3,0,1,3,3,1,3,"Unclassified_g_Pseudodesulfovibrio"
"1072",4,2,5,0,1,1,1,1,2,0,0,1,4,0,2,1,3,1,0,2,5,5,1,0,1,3,0,0,1,0,"Paraflavitalea devenefica"
